;Title, http://www.gcdataconcepts.com, x16-1d, ADXL345
;Version, 1877, Build date, Jan  8 2020,  SN:CCDC4016ECDDBE3
;Start_time, 2022-11-16, 22:35:31.453
;Uptime, 4,sec,  Vbat, 1422, mv, EOL, 1100, mv
;SampleRate, 100,Hz
;Deadband, 0, counts
;DeadbandTimeout, 15.000,sec
;Time, Ax, Ay, Az
8.465098,117,-1602,1528
8.475098,69,-1331,1387
8.484866,117,-1275,1526
8.494665,146,-1252,1615
8.504433,124,-915,1499
8.514231,214,-675,1746
8.524231,216,-252,1871
8.533999,58,364,1867
8.543798,74,442,2130
8.553566,257,151,1974
8.563365,412,-218,1714
8.573365,389,-479,1781
8.583133,144,-322,1799
8.592931,-52,-36,1949
8.602699,5,167,2140
8.612498,255,341,1969
8.622498,383,410,1689
8.632296,237,291,1712
8.642065,101,78,1922
8.651863,91,128,1987
8.661631,151,423,1865
8.671631,216,601,1749
8.681430,216,544,1787
8.691198,182,416,1862
8.700996,151,423,1819
8.710795,148,514,1781
8.720795,166,567,1821
8.730563,194,591,1842
8.740362,214,608,1796
8.750130,187,623,1746
8.759928,135,607,1783
8.769928,121,585,1842
8.779696,166,621,1808
8.789495,203,696,1724
8.799263,187,705,1723
8.809062,164,660,1785
8.819062,155,651,1794
8.828830,166,669,1767
8.838628,174,689,1753
8.848396,173,687,1760
8.858195,171,671,1792
8.868195,160,642,1803
8.877963,164,619,1774
8.887762,180,617,1771
8.897530,171,608,1798
8.907298,153,605,1810
8.917298,157,580,1819
8.927096,182,542,1810
8.936864,201,530,1789
8.946663,180,532,1806
8.956431,157,521,1840
8.966431,157,469,1842
8.976230,162,442,1835
8.985998,176,439,1846
8.995796,182,398,1853
9.5595,171,367,1842
9.15595,192,316,1867
9.25363,221,260,1887
9.35161,203,269,1847
9.44930,146,223,1880
9.54728,121,76,1958
9.64728,166,14,1935
9.74496,199,83,1847
9.84295,201,26,1872
9.94063,201,-120,1985
9.103861,183,-125,1956
9.113861,201,-161,1867
9.123629,258,-284,1842
9.133428,241,-317,1842
9.143227,108,-317,1889
9.152995,17,-436,1999
9.162995,116,-622,2019
9.172793,307,-629,1808
9.182561,373,-527,1637
9.192360,224,-558,1721
9.202128,74,-765,1926
9.212128,108,-1004,1997
9.221927,182,-979,1733
9.231725,223,-890,1506
9.241493,228,-1031,1631
9.251292,146,-1134,1733
9.261292,98,-1234,1748
9.271060,110,-1286,1637
9.280858,130,-1216,1398
9.290627,185,-1422,1455
9.300425,189,-1579,1492
9.310425,119,-1454,1260
9.320224,98,-1568,1262
9.329992,121,-1734,1299
9.339790,155,-1657,1108
9.349558,196,-1586,926
9.359558,117,-1716,864
9.369357,-22,-1897,955
9.379125,-27,-2063,998
