;Title, http://www.gcdataconcepts.com, x16-1d, ADXL345
;Version, 1877, Build date, Jan  8 2020,  SN:CCDC4016ECDDBE3
;Start_time, 2022-11-16, 00:19:30.482
;Uptime, 4,sec,  Vbat, 1430, mv, EOL, 1100, mv
;SampleRate, 200,Hz
;Deadband, 0, counts
;DeadbandTimeout, 15.000,sec
;Time, Ax, Ay, Az
3.363375,110,1224,85
3.368230,-759,2144,-1315
3.373230,-243,1881,757
3.378085,-550,1356,-181
3.382970,-790,828,-1704
3.387970,-467,1537,-620
3.392825,-679,2156,-1175
3.397679,-631,1758,-1529
3.402679,-415,1440,-622
3.407534,-749,1255,-1459
3.412389,-922,1776,-2402
3.417389,-186,1924,-1797
3.422244,432,1847,-2047
3.427098,453,2287,-2284
3.432098,537,2124,-1488
3.436953,501,1226,-1345
3.441808,283,507,-1952
3.446808,62,774,-3386
3.451693,-97,1278,-3666
3.456548,-65,489,-2429
3.461548,-333,-167,-3632
3.466403,-490,0,-4573
3.471257,-161,-70,-3513
3.476257,83,96,-3188
3.481112,182,383,-3343
3.485967,219,-45,-3757
3.490967,180,-583,-3597
3.495821,130,-572,-3159
3.500676,98,-697,-3518
3.505676,32,-1149,-3743
3.510531,-156,-1213,-3220
3.515142,-308,-1377,-3291
3.520142,-288,-1781,-3684
3.524902,-268,-1488,-3204
3.530154,-272,-1534,-3113
3.535008,-211,-1882,-3322
3.540008,-136,-1452,-2450
3.544863,-88,-1399,-1779
3.549718,-49,-2159,-2313
3.554718,-27,-2656,-2613
3.559603,71,-2141,-2270
3.564458,126,-1072,-1075
3.569458,-45,-1772,-284
3.574313,-142,-3627,-2059
3.579167,-254,-2670,-2497
3.584167,-490,-1025,144
3.589022,-354,-2170,-65
3.593877,3,-3097,-1895
3.598877,71,-2179,-725
3.603732,23,-1384,535
3.608586,182,-1831,451
3.613586,285,-2498,58
3.618441,169,-2004,-133
3.623296,242,-1388,442
3.628296,224,-1729,690
3.633151,-127,-1918,239
3.638036,-418,-1527,230
3.643036,-674,-1511,819
3.647891,-731,-1291,715
3.652745,-600,-1070,514
3.657745,-609,-1438,978
3.662600,-529,-827,712
3.667455,-222,-683,751
3.672455,71,-1288,1060
3.677310,199,-679,660
3.682164,280,-227,617
3.687164,401,-368,649
3.692019,424,-475,1123
3.696874,228,-270,1358
3.701874,-90,-2,976
3.706728,-217,-40,1187
3.711583,-120,-75,1378
3.716583,-159,207,926
3.721468,-242,567,223
3.726323,103,-183,908
3.731323,174,-393,1040
3.736178,107,308,28
3.741033,112,594,373
3.746033,-834,1246,-986
3.750887,-427,232,-259
3.755742,637,412,1947
3.760742,28,3162,-133
3.765597,-256,2803,628
3.770452,-461,1351,1662
3.775452,-577,1498,-497
3.780306,203,1471,26
3.785161,532,1526,428
3.790161,283,1744,-320
3.795016,167,1331,-215
3.799901,132,1192,-925
3.804901,296,1412,-966
3.809756,341,1442,-472
3.814611,-174,2042,-1491
3.819611,-293,2308,-1549
3.824465,-106,1810,-417
3.829320,-670,1796,-1277
